,token,token_id,anchor_type,event_anno
1797,oock,40-190,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1798,deselue,40-191,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1799,niet,40-192,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1800,bastandt,40-193,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1801,",",40-194,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1802,omme,40-195,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1803,d'ffiuasien,40-196,"('isOfType', '0', 'evokes', '0')","('Invasion', '0', 'Invasion', '0')"
1804,van,40-197,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1805,externer,40-198,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1806,Vijanden,40-199,"('0', '0', 'evokes', '0')","('0', '0', 'BeingInConflict', '0')"
1807,te,40-200,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1808,connen,40-201,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1809,resisteren,40-202,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1810,",",40-203,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1811,nochte,40-204,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1812,oock,40-205,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1813,d'Imboonders,40-206,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1815,alsse,40-207,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1816,ontrouw,40-208,"('0', 'evokes', '0', 'evokes')","('0', 'Mutiny', '0', 'Uprising')"
1817,Wesen,40-209,"('0', 'evokes', '0', '0')","('0', 'Mutiny', '0', '0')"
1818,willen,40-210,"('0', 'evokes', '0', '0')","('0', 'Mutiny', '0', '0')"
1819,",",40-211,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1820,in,40-212,"('isOfType', '0', '0', '0')","('TakingSomeoneUnderControl', '0', '0', '0')"
1821,ontsach,40-213,"('isOfType', '0', '0', '0')","('TakingSomeoneUnderControl', '0', '0', '0')"
1822,ende,40-214,"('isOfType', '0', '0', '0')","('TakingSomeoneUnderControl', '0', '0', '0')"
1823,dwang,40-215,"('isOfType', '0', '0', '0')","('TakingSomeoneUnderControl', '0', '0', '0')"
1824,te,40-216,"('isOfType', '0', '0', '0')","('TakingSomeoneUnderControl', '0', '0', '0')"
1825,houden,40-217,"('isOfType', '0', '0', '0')","('TakingSomeoneUnderControl', '0', '0', '0')"
1826,",",40-218,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1827,Gelijck,40-219,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1828,als,40-220,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1829,op,40-221,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1830,Bouro,40-222,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1831,ende,40-223,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1832,inde,40-224,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1833,Manipes,40-225,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1834,met,40-226,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1835,schande,40-227,"('evokes', '0', '0', 'evokes')","('Destroying', '0', '0', 'Uprising')"
1836,ende,40-228,"('evokes', '0', '0', 'evokes')","('Destroying', '0', '0', 'Uprising')"
1837,verlies,40-229,"('evokes', '0', 'evokes', 'evokes')","('Destroying', '0', 'HavingInternalState', 'Uprising')"
1838,van,40-230,"('0', '0', '0', 'evokes')","('0', '0', '0', 'Uprising')"
1839,Volck,40-231,"('0', '0', '0', 'evokes')","('0', '0', '0', 'Uprising')"
1840,ende,40-232,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1841,goedt,40-233,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1842,gebleecken,40-234,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1843,",",40-235,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1844,is,40-236,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1845,;,40-237,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1846,Derhaluen,40-238,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1847,gemelte,40-239,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1848,Gecommitteerde,40-240,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1849,precise,40-241,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1850,ordre,40-242,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1851,gegeuen,40-243,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1852,hebben,40-244,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1853,",",40-245,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1854,omme,40-246,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1855,de,40-247,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1856,verspreijde,40-248,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1857,macht,40-249,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1858,(,40-250,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1859,twelck,40-251,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1860,buijten,40-252,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1861,onse,40-253,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1862,kennisse,40-254,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1863,ende,40-255,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1864,last,40-256,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1865,",",40-257,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1866,geschiet,40-258,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1867,is,40-259,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1868,),40-260,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1869,weder,40-261,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1870,in,40-262,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1871,te,40-263,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1872,trecken,40-264,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1873,",",40-265,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1874,met,40-266,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1875,expres,40-267,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1876,Verboth,40-268,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1877,dat,40-269,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1878,int,40-270,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1879,',40-271,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1880,aenstaende,40-272,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1881,geene,40-273,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1882,extensie,40-274,"('0', '0', 'isOfType', '0')","('0', '0', 'Increasing', '0')"
1883,van,40-275,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1884,Garnisoenen,40-276,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1885,ofte,40-277,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1886,fortificatien,40-278,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1887,meer,40-279,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1888,voorgenomen,40-280,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1889,werden,40-281,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1890,",",40-282,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1891,sonder,40-283,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1892,alvooren,40-284,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1893,daer,40-285,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1894,toee,40-286,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1895,speciale,40-287,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1896,last,40-288,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1897,ende,40-289,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1898,ordre,40-290,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1899,van,40-291,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1900,ons,40-292,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1901,becomen,40-293,"('0', 'isOfType', '0', '0')","('0', 'Getting', '0', '0')"
1902,Is,40-294,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1903,hebben,40-295,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1904,Visitate,41-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1905,ge,41-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1906,.,41-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1907,Ende,42-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1908,dewijle,42-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1909,men,42-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1910,door,42-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1911,extremiteijt,42-5,"('evokes', '0', '0', 'evokes')","('ViolentContest', '0', '0', 'War')"
1912,van,42-6,"('evokes', '0', '0', 'evokes')","('ViolentContest', '0', '0', 'War')"
1913,wapenen,42-7,"('evokes', '0', '0', 'evokes')","('ViolentContest', '0', '0', 'War')"
1914,(,42-8,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1915,twelck,42-9,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1916,doch,42-10,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1917,niet,42-11,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1918,dan,42-12,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1919,groote,42-13,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1920,lasten,42-14,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1921,",",42-15,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1922,onseeckere,42-16,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1923,uijtcompsten,42-17,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1924,",",42-18,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1925,horrible,42-19,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1926,bloetstorting,42-20,"('0', '0', 'evokes', '0')","('0', '0', 'BeingInConflict', '0')"
1927,",",42-21,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1928,Herderff,42-22,"('0', '0', 'evokes', '0')","('0', '0', 'HavingInternalState', '0')"
1929,van,42-23,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1930,menschen,42-24,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1931,ende,42-25,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1932,Landen,42-26,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1933,",",42-27,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1934,hadije,42-28,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1935,ende,42-29,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1936,emulatie,42-30,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1937,van,42-31,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1938,nabuijren,42-32,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1939,mitsgaders,42-33,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1940,voor,42-34,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1941,eerst,42-35,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1942,groote,42-36,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1943,verachtering,42-37,"('0', '0', 'isOfType', 'isOfType')","('0', '0', 'Decreasing', 'HavingInternalState')"
1944,in,42-38,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1945,des,42-39,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1946,Compes,42-40,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1947,.,42-41,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1948,nootwendich,42-42,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1949,soulaes,42-43,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1950,(,42-44,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1951,den,42-45,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1952,Nagelhandel,42-46,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1953,),42-47,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1954,naer,42-48,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1955,hem,42-49,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1956,is,42-50,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1957,bleijpende,42-51,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1958,),42-52,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1959,Jegenwoordich,42-53,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1960,niet,42-54,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1961,gedisponeert,42-55,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1962,is,42-56,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1963,",",42-57,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1964,den,42-58,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1965,vervallen,42-59,"(0, '0', 'isOfType', 'evokes')","('Damaging', '0', 'HavingInternalState', 'HavingInternalState')"
1966,Stadt,42-60,"('0', '0', '0', 'evokes')","('0', '0', '0', 'HavingInternalState')"
1967,inde,42-61,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1968,Quartieren,42-62,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1969,van,42-63,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1970,Ambr,42-64,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1971,.,42-65,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1972,naer,42-66,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1973,behooren,42-67,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1974,te,42-68,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1975,restaureren,42-69,"(0, '0', '0', 'isOfType')","('Healing', '0', '0', 'HavingInternalState+')"
1976,ende,42-70,"(0, '0', '0', '0')","('Healing', '0', '0', '0')"
1977,te,42-71,"(0, '0', '0', '0')","('Healing', '0', '0', '0')"
1978,verseeckeren,42-72,"(0, '0', '0', '0')","('Healing', '0', '0', '0')"
1979,",",42-73,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1980,ende,42-74,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1981,dat,42-75,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1982,het,42-76,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1983,in,42-77,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1984,aller,42-78,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1985,manieren,42-79,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1986,geradender,42-80,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1987,ende,42-81,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1988,voor,42-82,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1989,de,42-83,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1990,presente,42-84,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1991,gestaltenisser,42-85,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1992,vande,42-86,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1993,Compe,42-87,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1994,.,42-88,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1995,nitter,42-89,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1996,sij,42-90,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1997,te,42-91,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1998,bimuleren,42-92,"('0', '0', '0', '0')","('0', '0', '0', '0')"
1999,",",42-93,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2000,hebben,42-94,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2001,wij,42-95,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2002,voors,42-96,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2003,Gecommitteerde,42-97,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2004,mede,42-98,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2005,geladt,42-99,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2006,ende,42-100,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2007,beuolen,42-101,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2008,",",42-102,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2009,alle,42-103,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2010,vlijt,42-104,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2011,ende,42-105,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2012,Industrieuseijt,42-106,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2013,aen,42-107,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2014,te,42-108,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2015,wenden,42-109,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2016,",",42-110,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2017,omme,42-111,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2018,door,42-112,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2019,supportabelder,42-113,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2020,middel,42-114,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2021,",",42-115,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2022,bij,42-116,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2023,wege,42-117,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2024,van,42-118,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2025,bevreding,42-119,"('0', '0', '0', 'isOfType')","('0', '0', '0', 'Miscellaneous')"
2026,tot,42-120,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2027,beslechtinge,42-121,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2028,van,42-122,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2029,alle,42-123,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2030,gepasseerde,42-124,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2031,misverstanden,42-125,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2032,",",42-126,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2033,ende,42-127,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2034,onlusten,42-128,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2035,",",42-129,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2036,met,42-130,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2037,die,42-131,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2038,van,42-132,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2039,Bittoe,42-133,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2040,",",42-134,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2041,Loeboe,42-135,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2042,",",42-136,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2043,Combello,42-137,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2044,",",42-138,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2045,dessidi,42-139,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2046,",",42-140,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2047,Orang,42-141,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2048,ende,42-142,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2049,consorten,42-143,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2050,",",42-144,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2051,als,42-145,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2052,onse,42-146,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2053,oude,42-147,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2054,Bondtgenoten,42-148,"('0', '0', 'evokes', '0')","('0', '0', 'Collaboration', '0')"
2055,",",42-149,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2056,in,42-150,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2057,termen,42-151,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2058,van,42-152,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2059,nieuwe,42-153,"('isOfType', 'evokes', '0', '0')","('RelationshipChange', 'BeginningARelationship', '0', '0')"
2060,vruntschap,42-154,"('isOfType', 'evokes', '0', '0')","('RelationshipChange', 'BeginningARelationship', '0', '0')"
2061,te,42-155,"('isOfType', '0', '0', '0')","('RelationshipChange', '0', '0', '0')"
2062,geraecken,42-156,"('isOfType', '0', '0', '0')","('RelationshipChange', '0', '0', '0')"
2063,",",42-157,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2064,daer,42-158,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2065,door,42-159,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2066,de,42-160,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2067,gealtereerde,42-161,"('0', '0', '0', 'evokes')","('0', '0', '0', 'HavingInternalState')"
2068,ende,42-162,"('0', '0', '0', 'evokes')","('0', '0', '0', 'HavingInternalState')"
2069,verwijderde,42-163,"('0', '0', '0', 'evokes')","('0', '0', '0', 'HavingInternalState')"
2070,gemoederen,42-164,"('0', '0', '0', 'evokes')","('0', '0', '0', 'HavingInternalState')"
2071,in,42-165,"('0', '0', '0', 'evokes')","('0', '0', '0', 'HavingInternalState+')"
2072,voorige,42-166,"('0', '0', '0', 'evokes')","('0', '0', '0', 'HavingInternalState+')"
2073,gerustheijt,42-167,"('0', '0', '0', 'evokes')","('0', '0', '0', 'HavingInternalState+')"
2074,ende,42-168,"('0', '0', '0', 'evokes')","('0', '0', '0', 'HavingInternalState+')"
2075,patisique,42-169,"('0', '0', '0', 'evokes')","('0', '0', '0', 'HavingInternalState+')"
2076,posture,42-170,"('0', '0', '0', 'evokes')","('0', '0', '0', 'HavingInternalState+')"
2077,herstelt,42-171,"('isOfType', '0', '0', 'evokes')","('Repairing', '0', '0', 'HavingInternalState+')"
2078,",",42-172,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2079,ende,42-173,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2080,alsoo,42-174,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2081,t'vervoeren,42-175,"('isOfType', 'isOfType', 'isOfType', '0')","('Transportation', 'Transportation', 'Transportation', '0')"
2082,vande,42-176,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2083,Nagelen,42-177,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2084,int,42-178,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2085,aenstaende,42-179,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2086,mochte,42-180,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2087,voorgecomen,42-181,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2088,werden,42-182,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2089,",",42-183,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2090,soo,42-184,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2091,lange,42-185,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2092,niet,42-186,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2093,gedisponeert,42-187,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2094,sijn,42-188,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2095,t'selue,42-189,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2096,anders,42-190,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2097,te,42-191,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2098,beletten,42-192,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2099,Schhtervolgende,43-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2100,V,43-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2101,Ed,43-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2102,:,43-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2103,Instructie,43-5,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2104,tot,43-6,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2105,de,43-7,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2106,Visite,43-8,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2107,van,43-9,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2108,V.,43-10,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2109,Ed,43-11,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2110,:,43-12,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2111,Gouuernements,43-13,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2112,",",43-14,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2113,Directien,43-15,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2114,",",43-16,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2115,Comptoiren,43-17,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2116,ende,43-18,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2117,Residentien,43-19,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2118,in,43-20,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2119,Jndia,43-21,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2120,bij,43-22,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2121,sonder,43-23,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2122,beraemt,43-24,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2123,",",43-25,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2124,ende,43-26,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2125,met,43-27,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2126,hollandia,43-28,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2127,becomen,43-29,"('0', 'isOfType', 'evokes', '0')","('0', 'Getting', 'Arriving', '0')"
2128,",",43-30,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2129,hebben,43-31,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2130,wij,43-32,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2131,dvoors,43-33,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2132,de,43-34,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2133,tromme,43-35,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2134,1,44-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2135,Aoor,44-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2136,bij,44-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2137,enen,45-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2138,3,46-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2139,eeen,46-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2140,Gecommitteerde,47-1,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2141,mede,47-2,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2142,gelast,47-3,"('0', '0', '0', '0')","('0', '0', '0', '0')"
2143,UEd,47-4,"('0', '0', '0', '0')","('0', '0', '0', '0')"
